Train_Acc,Test_Acc,Train_Loss,Test_Loss,model
-0.349603101965483,-0.2849331017499642,0.99444306,"tensor(1.0465, grad_fn=<DivBackward0>)",dcrnn_1_layer
-0.32950015772395064,-0.2999666928874804,0.97112876,"tensor(1.0470, grad_fn=<DivBackward0>)",
-0.3222288718579085,-0.32061389373182125,0.9567503,"tensor(1.0493, grad_fn=<DivBackward0>)",
-0.3210300920456743,-0.33370743160010957,0.9451361,"tensor(1.0520, grad_fn=<DivBackward0>)",
-0.31672543579592627,-0.33740324910989733,0.9369203,"tensor(1.0537, grad_fn=<DivBackward0>)",
-0.2977903453189198,-0.3292909571477991,0.931515,"tensor(1.0525, grad_fn=<DivBackward0>)",
-0.26579022059302215,-0.31205498527268055,0.92673755,"tensor(1.0490, grad_fn=<DivBackward0>)",
-0.23210635313234088,-0.2920477556667034,0.92213804,"tensor(1.0449, grad_fn=<DivBackward0>)",
-0.2057608038277441,-0.27345156678685134,0.9181904,"tensor(1.0413, grad_fn=<DivBackward0>)",
-0.1898405902390705,-0.2590055929383412,0.9149519,"tensor(1.0383, grad_fn=<DivBackward0>)",
-0.18185379736661964,-0.24975898204437907,0.9121237,"tensor(1.0359, grad_fn=<DivBackward0>)",
-0.17793438824448143,-0.24604052332310397,0.90966177,"tensor(1.0341, grad_fn=<DivBackward0>)",
-0.17652634932772432,-0.24713984060724398,0.9074637,"tensor(1.0329, grad_fn=<DivBackward0>)",
-0.17699297398066757,-0.25195974649804936,0.9053832,"tensor(1.0322, grad_fn=<DivBackward0>)",
-0.17861056287388735,-0.2591855473387249,0.9033244,"tensor(1.0320, grad_fn=<DivBackward0>)",
-0.18077685344684175,-0.26711543900067103,0.9013164,"tensor(1.0324, grad_fn=<DivBackward0>)",
-0.18338442943984784,-0.2739588352048696,0.89937365,"tensor(1.0332, grad_fn=<DivBackward0>)",
-0.1854785373787398,-0.27918668362532295,0.8975786,"tensor(1.0343, grad_fn=<DivBackward0>)",
-0.1871847009131869,-0.2832942244787483,0.89584553,"tensor(1.0351, grad_fn=<DivBackward0>)",
-0.18889458199757786,-0.28609614154384877,0.8941566,"tensor(1.0359, grad_fn=<DivBackward0>)",
-0.19031082987912346,-0.28741551972407553,0.8925185,"tensor(1.0363, grad_fn=<DivBackward0>)",
-0.1911104207586522,-0.28696269144211284,0.89092004,"tensor(1.0366, grad_fn=<DivBackward0>)",
-0.19110607746515546,-0.2851094788819207,0.88943803,"tensor(1.0368, grad_fn=<DivBackward0>)",
-0.19026823439727034,-0.2844764901422902,0.88807535,"tensor(1.0374, grad_fn=<DivBackward0>)",
-0.18881123188932622,-0.2853095380571994,0.88682157,"tensor(1.0381, grad_fn=<DivBackward0>)",
-0.18718848444649644,-0.2873581258689696,0.885568,"tensor(1.0390, grad_fn=<DivBackward0>)",
-0.1859306715811439,-0.2903899708612277,0.8842622,"tensor(1.0398, grad_fn=<DivBackward0>)",
-0.1851715000543471,-0.2930828555278874,0.8829857,"tensor(1.0405, grad_fn=<DivBackward0>)",
-0.18361891537639308,-0.29523696715534165,0.88182217,"tensor(1.0410, grad_fn=<DivBackward0>)",
-0.18102206786044595,-0.29719613285580093,0.88065225,"tensor(1.0413, grad_fn=<DivBackward0>)",
-0.1784546734162777,-0.29946015541593984,0.8794709,"tensor(1.0413, grad_fn=<DivBackward0>)",
-0.17651334492776746,-0.30173161313354707,0.8783028,"tensor(1.0412, grad_fn=<DivBackward0>)",
-0.17552593182998513,-0.3044701953081007,0.8771805,"tensor(1.0413, grad_fn=<DivBackward0>)",
-0.1749337378416745,-0.3071297217031107,0.87616396,"tensor(1.0417, grad_fn=<DivBackward0>)",
-0.17419961416487376,-0.30979282330822544,0.8752262,"tensor(1.0422, grad_fn=<DivBackward0>)",
-0.17353040977732528,-0.31226193101885236,0.8743145,"tensor(1.0427, grad_fn=<DivBackward0>)",
-0.17377805984562847,-0.31515973281000526,0.8734077,"tensor(1.0432, grad_fn=<DivBackward0>)",
-0.17506089284510876,-0.31921922807029074,0.87246513,"tensor(1.0438, grad_fn=<DivBackward0>)",
-0.17637193200751733,-0.3230907004841669,0.87151384,"tensor(1.0443, grad_fn=<DivBackward0>)",
-0.17631582292358378,-0.3251751085177749,0.8705662,"tensor(1.0447, grad_fn=<DivBackward0>)",
-0.17510791765609543,-0.3260353895143306,0.86962616,"tensor(1.0449, grad_fn=<DivBackward0>)",
-0.17423227544330944,-0.3268924672188152,0.8687124,"tensor(1.0452, grad_fn=<DivBackward0>)",
-0.17363511362181713,-0.32896089195157363,0.86779124,"tensor(1.0458, grad_fn=<DivBackward0>)",
-0.17271794980982128,-0.33128948914189127,0.86682886,"tensor(1.0464, grad_fn=<DivBackward0>)",
-0.1714275601563394,-0.3338508292301802,0.86586577,"tensor(1.0469, grad_fn=<DivBackward0>)",
-0.1716720830035787,-0.3373407031521025,0.86490434,"tensor(1.0473, grad_fn=<DivBackward0>)",
-0.17350621100670413,-0.3420738748259575,0.8639813,"tensor(1.0473, grad_fn=<DivBackward0>)",
-0.1756106474348197,-0.34717195947016133,0.8630538,"tensor(1.0474, grad_fn=<DivBackward0>)",
-0.1753170113419054,-0.3512430770452514,0.8621347,"tensor(1.0475, grad_fn=<DivBackward0>)",
-0.1724357673692093,-0.3536722646888123,0.86117023,"tensor(1.0477, grad_fn=<DivBackward0>)",
-0.16988650020007082,-0.3558089338712323,0.8602067,"tensor(1.0481, grad_fn=<DivBackward0>)",
-0.16870109295351018,-0.3592690770334147,0.8592404,"tensor(1.0485, grad_fn=<DivBackward0>)",
-0.16719220992340927,-0.3617664460239485,0.858332,"tensor(1.0489, grad_fn=<DivBackward0>)",
-0.16518104762471028,-0.3633291305918474,0.8574437,"tensor(1.0493, grad_fn=<DivBackward0>)",
-0.16371228954329853,-0.36283648424373166,0.85655904,"tensor(1.0497, grad_fn=<DivBackward0>)",
-0.1613426139563637,-0.3611672101459996,0.855682,"tensor(1.0498, grad_fn=<DivBackward0>)",
-0.1591142474442292,-0.36104121731215433,0.8548124,"tensor(1.0500, grad_fn=<DivBackward0>)",
-0.15933346335736373,-0.36203405841459296,0.85394853,"tensor(1.0503, grad_fn=<DivBackward0>)",
-0.1593795707313489,-0.36395419220906006,0.8531249,"tensor(1.0507, grad_fn=<DivBackward0>)",
-0.15795869438896448,-0.36731283966657163,0.8522845,"tensor(1.0511, grad_fn=<DivBackward0>)",
-0.15741769449483803,-0.36978652491124814,0.8514665,"tensor(1.0515, grad_fn=<DivBackward0>)",
-0.15774634202203577,-0.37300900325949526,0.8507147,"tensor(1.0516, grad_fn=<DivBackward0>)",
-0.1574672738265763,-0.3740787936715346,0.84997207,"tensor(1.0515, grad_fn=<DivBackward0>)",
-0.15598220301968452,-0.3758498303998222,0.849231,"tensor(1.0517, grad_fn=<DivBackward0>)",
-0.15612068194900186,-0.37618078965213275,0.8485087,"tensor(1.0521, grad_fn=<DivBackward0>)",
-0.15421244498364725,-0.37819943218392643,0.8478119,"tensor(1.0526, grad_fn=<DivBackward0>)",
-0.15397893168373153,-0.3778323721036682,0.847113,"tensor(1.0528, grad_fn=<DivBackward0>)",
-0.152800527725786,-0.37916264740868916,0.8464147,"tensor(1.0530, grad_fn=<DivBackward0>)",
-0.15338083152181842,-0.37883352136447973,0.84573907,"tensor(1.0535, grad_fn=<DivBackward0>)",
-0.15127495747710293,-0.3853048444829582,0.8451505,"tensor(1.0542, grad_fn=<DivBackward0>)",
-0.1560215606258157,-0.38426139150692895,0.84465396,"tensor(1.0553, grad_fn=<DivBackward0>)",
-0.1505440593828639,-0.3899314646015443,0.8443038,"tensor(1.0563, grad_fn=<DivBackward0>)",
-0.15488049713662688,-0.3874717513633732,0.8438936,"tensor(1.0571, grad_fn=<DivBackward0>)",
-0.1524777254092149,-0.3891829162749363,0.8431758,"tensor(1.0574, grad_fn=<DivBackward0>)",
-0.1515804986852381,-0.389331609587014,0.8421509,"tensor(1.0580, grad_fn=<DivBackward0>)",
-0.1559606892025741,-0.389245817849604,0.8415398,"tensor(1.0589, grad_fn=<DivBackward0>)",
-0.15459258959273905,-0.394316531980922,0.84138167,"tensor(1.0602, grad_fn=<DivBackward0>)",
-0.15734291316455065,-0.39271719184616294,0.84100556,"tensor(1.0609, grad_fn=<DivBackward0>)",
-0.15350669349093593,-0.39493958796417794,0.8401098,"tensor(1.0617, grad_fn=<DivBackward0>)",
-0.1556271626641075,-0.40124194540203584,0.8393716,"tensor(1.0627, grad_fn=<DivBackward0>)",
-0.1612464682850031,-0.4042495244374096,0.839064,"tensor(1.0634, grad_fn=<DivBackward0>)",
-0.15452232316542938,-0.4077668891163478,0.8388201,"tensor(1.0639, grad_fn=<DivBackward0>)",
-0.15704013795024466,-0.4066319621073725,0.8382048,"tensor(1.0642, grad_fn=<DivBackward0>)",
-0.157356443373158,-0.40817091266522276,0.83743215,"tensor(1.0651, grad_fn=<DivBackward0>)",
-0.15355246019276372,-0.4110255499600149,0.83698314,"tensor(1.0659, grad_fn=<DivBackward0>)",
-0.15973503413029505,-0.41143599026504735,0.8367886,"tensor(1.0669, grad_fn=<DivBackward0>)",
-0.1557981436236382,-0.41451223584133057,0.8364523,"tensor(1.0676, grad_fn=<DivBackward0>)",
-0.15549123974003884,-0.41659523640050955,0.83579445,"tensor(1.0688, grad_fn=<DivBackward0>)",
-0.15627558364386257,-0.41667473114934295,0.8351893,"tensor(1.0698, grad_fn=<DivBackward0>)",
-0.15302390595085316,-0.41736213179816695,0.8348641,"tensor(1.0703, grad_fn=<DivBackward0>)",
-0.15649051662825494,-0.41691097313903297,0.83464736,"tensor(1.0710, grad_fn=<DivBackward0>)",
-0.15347425224738873,-0.4191179853257882,0.834289,"tensor(1.0712, grad_fn=<DivBackward0>)",
-0.15520744323396052,-0.4198280119612068,0.8337669,"tensor(1.0717, grad_fn=<DivBackward0>)",
-0.15546512639133492,-0.422240198241025,0.83332026,"tensor(1.0722, grad_fn=<DivBackward0>)",
-0.15522763300383535,-0.4249254752971026,0.8330033,"tensor(1.0725, grad_fn=<DivBackward0>)",
-0.1576960667234004,-0.4236922393339085,0.8327783,"tensor(1.0730, grad_fn=<DivBackward0>)",
-0.15223275914733808,-0.42537705625080835,0.8325398,"tensor(1.0733, grad_fn=<DivBackward0>)",
-0.15880968786987334,-0.4270352346742099,0.8322614,"tensor(1.0738, grad_fn=<DivBackward0>)",
-0.1548371504176187,-0.42672781344048055,0.83188874,"tensor(1.0738, grad_fn=<DivBackward0>)",
-0.15676550356576668,-0.4250704186098998,0.831501,"tensor(1.0740, grad_fn=<DivBackward0>)",
-0.15840457902469157,-0.4264517232223329,0.8311815,"tensor(1.0742, grad_fn=<DivBackward0>)",
-0.1562765110518878,-0.42568093278726643,0.8308644,"tensor(1.0745, grad_fn=<DivBackward0>)",
-0.15915540781810672,-0.42728843097523683,0.8305774,"tensor(1.0752, grad_fn=<DivBackward0>)",
-0.1575840811281282,-0.430516103310964,0.830355,"tensor(1.0758, grad_fn=<DivBackward0>)",
-0.15866985908234943,-0.4286431766626077,0.83018315,"tensor(1.0766, grad_fn=<DivBackward0>)",
-0.15553648503173514,-0.4346489335711712,0.830143,"tensor(1.0770, grad_fn=<DivBackward0>)",
