Train_Acc,Test_Acc,Train_Loss,Test_Loss,model
-0.38660873141463026,-0.2937730663008316,0.997725,"tensor(1.0487, grad_fn=<DivBackward0>)",dcrnn_3_layer
-0.30745099221082256,-0.25010786826504505,0.99151015,"tensor(1.0413, grad_fn=<DivBackward0>)",
-0.23607698926188964,-0.21556841226326925,0.98176473,"tensor(1.0371, grad_fn=<DivBackward0>)",
-0.30341065843010434,-0.2700058843589047,0.96997726,"tensor(1.0563, grad_fn=<DivBackward0>)",
-0.2549877435947605,-0.24525038860202594,0.97372735,"tensor(1.0446, grad_fn=<DivBackward0>)",
-0.22845873014966045,-0.2308972519515916,0.9605105,"tensor(1.0372, grad_fn=<DivBackward0>)",
-0.22722938716126093,-0.23124157342994198,0.9549842,"tensor(1.0351, grad_fn=<DivBackward0>)",
-0.2293500667176497,-0.23518599222083467,0.95281523,"tensor(1.0351, grad_fn=<DivBackward0>)",
-0.236189187850356,-0.2426343712543701,0.9486465,"tensor(1.0379, grad_fn=<DivBackward0>)",
-0.25443256818927196,-0.25242960469865483,0.9439441,"tensor(1.0447, grad_fn=<DivBackward0>)",
-0.25828028555662724,-0.24706559278623855,0.94264764,"tensor(1.0471, grad_fn=<DivBackward0>)",
-0.23480456173362865,-0.2260030354496846,0.94216627,"tensor(1.0403, grad_fn=<DivBackward0>)",
-0.22026241551558767,-0.21232167406028277,0.93818575,"tensor(1.0330, grad_fn=<DivBackward0>)",
-0.22199465966251214,-0.2095684530691147,0.9354408,"tensor(1.0295, grad_fn=<DivBackward0>)",
-0.22384341176882155,-0.20697509970724834,0.93498075,"tensor(1.0284, grad_fn=<DivBackward0>)",
-0.22019841088212813,-0.1999806434840372,0.93387806,"tensor(1.0286, grad_fn=<DivBackward0>)",
-0.22008102391855497,-0.19285845908884172,0.93147725,"tensor(1.0306, grad_fn=<DivBackward0>)",
-0.227319502040379,-0.1909261392067107,0.92974865,"tensor(1.0331, grad_fn=<DivBackward0>)",
-0.23061068763636688,-0.19307504567645226,0.9291528,"tensor(1.0323, grad_fn=<DivBackward0>)",
-0.2346875344752125,-0.2008946898335884,0.9272075,"tensor(1.0298, grad_fn=<DivBackward0>)",
-0.24400543986990084,-0.2114549003299359,0.9250725,"tensor(1.0287, grad_fn=<DivBackward0>)",
-0.24824624737761034,-0.21597752939809414,0.9241135,"tensor(1.0289, grad_fn=<DivBackward0>)",
-0.24495195090054436,-0.21284569343384493,0.9226904,"tensor(1.0303, grad_fn=<DivBackward0>)",
-0.2419606659153216,-0.20825620322043262,0.9204993,"tensor(1.0328, grad_fn=<DivBackward0>)",
-0.23996422560553693,-0.20620384190071814,0.91896963,"tensor(1.0337, grad_fn=<DivBackward0>)",
-0.23750196222226147,-0.20713599801293686,0.9174104,"tensor(1.0317, grad_fn=<DivBackward0>)",
-0.23804190625240282,-0.20988113748337853,0.9153125,"tensor(1.0296, grad_fn=<DivBackward0>)",
-0.23339726888604218,-0.20714427771938243,0.9138554,"tensor(1.0290, grad_fn=<DivBackward0>)",
-0.22522525713491878,-0.19988873499550347,0.9120368,"tensor(1.0301, grad_fn=<DivBackward0>)",
-0.22214558367719456,-0.198016532347673,0.909987,"tensor(1.0317, grad_fn=<DivBackward0>)",
-0.21905555050564915,-0.20180356986098544,0.9085144,"tensor(1.0305, grad_fn=<DivBackward0>)",
-0.21651225708275368,-0.20522750505469747,0.90645975,"tensor(1.0285, grad_fn=<DivBackward0>)",
-0.20984469392753996,-0.2023816939987526,0.90508664,"tensor(1.0287, grad_fn=<DivBackward0>)",
-0.20309975836048885,-0.19849993621177336,0.90347946,"tensor(1.0308, grad_fn=<DivBackward0>)",
-0.19625233709507572,-0.19732387385974834,0.90209717,"tensor(1.0302, grad_fn=<DivBackward0>)",
-0.19386860290167834,-0.20065636801481504,0.90056676,"tensor(1.0278, grad_fn=<DivBackward0>)",
-0.19419693445201983,-0.20627341245832553,0.8990819,"tensor(1.0287, grad_fn=<DivBackward0>)",
-0.19627855943775213,-0.2123466847983872,0.8975474,"tensor(1.0316, grad_fn=<DivBackward0>)",
-0.18798530354971585,-0.21183223672099127,0.8963275,"tensor(1.0298, grad_fn=<DivBackward0>)",
-0.18378601268535055,-0.21365948569327542,0.89450693,"tensor(1.0293, grad_fn=<DivBackward0>)",
-0.19035887295537077,-0.22065933605253632,0.8932441,"tensor(1.0324, grad_fn=<DivBackward0>)",
-0.18272808786256625,-0.21948145614039716,0.8920009,"tensor(1.0316, grad_fn=<DivBackward0>)",
-0.17897412384505373,-0.2162820083264053,0.89038295,"tensor(1.0318, grad_fn=<DivBackward0>)",
-0.18248330636438284,-0.21647045855388639,0.8888667,"tensor(1.0343, grad_fn=<DivBackward0>)",
-0.17714894154918526,-0.21689694799703926,0.8875118,"tensor(1.0339, grad_fn=<DivBackward0>)",
-0.18407137542362195,-0.22745055896896568,0.88604105,"tensor(1.0380, grad_fn=<DivBackward0>)",
-0.18413602751694116,-0.2299968936466602,0.8848676,"tensor(1.0381, grad_fn=<DivBackward0>)",
-0.1854979775496297,-0.23504636228293938,0.8837606,"tensor(1.0418, grad_fn=<DivBackward0>)",
-0.1765128736870235,-0.23150926473503394,0.88253385,"tensor(1.0398, grad_fn=<DivBackward0>)",
-0.18450603989632897,-0.2391580907835005,0.88137704,"tensor(1.0449, grad_fn=<DivBackward0>)",
-0.18165469461284936,-0.23625738328399296,0.88039523,"tensor(1.0405, grad_fn=<DivBackward0>)",
-0.19048910935651175,-0.24619545637519144,0.87990564,"tensor(1.0478, grad_fn=<DivBackward0>)",
-0.18307624998488206,-0.2398402926543483,0.8791701,"tensor(1.0413, grad_fn=<DivBackward0>)",
-0.18673818524505545,-0.24537012867894648,0.8779974,"tensor(1.0459, grad_fn=<DivBackward0>)",
-0.17888897558322903,-0.23951498465723328,0.87586224,"tensor(1.0457, grad_fn=<DivBackward0>)",
-0.17303171609671217,-0.23707018254308548,0.8749464,"tensor(1.0444, grad_fn=<DivBackward0>)",
-0.18723682877141806,-0.2524042531189155,0.8747739,"tensor(1.0491, grad_fn=<DivBackward0>)",
-0.1792460364622768,-0.24918699981255185,0.87327635,"tensor(1.0464, grad_fn=<DivBackward0>)",
-0.17577600369385418,-0.2505889017120653,0.872008,"tensor(1.0486, grad_fn=<DivBackward0>)",
-0.18365564071157212,-0.2550888386064726,0.87172306,"tensor(1.0494, grad_fn=<DivBackward0>)",
-0.1753768115039996,-0.2543539815641838,0.8711907,"tensor(1.0512, grad_fn=<DivBackward0>)",
-0.1723531566142006,-0.25407232270239044,0.8696436,"tensor(1.0502, grad_fn=<DivBackward0>)",
-0.18315471836394492,-0.2640447999437712,0.868666,"tensor(1.0546, grad_fn=<DivBackward0>)",
-0.17584999797520956,-0.25592682176472176,0.86827326,"tensor(1.0516, grad_fn=<DivBackward0>)",
-0.1745020220360711,-0.2613758025600312,0.86756027,"tensor(1.0555, grad_fn=<DivBackward0>)",
-0.1768953965995607,-0.2591387562698091,0.8662912,"tensor(1.0520, grad_fn=<DivBackward0>)",
-0.18396003525101987,-0.26924508539208397,0.8659174,"tensor(1.0577, grad_fn=<DivBackward0>)",
-0.1984954008458953,-0.2689320591060821,0.86675614,"tensor(1.0522, grad_fn=<DivBackward0>)",
-0.186515047468421,-0.2787552280996991,0.868734,"tensor(1.0608, grad_fn=<DivBackward0>)",
-0.18088623703470655,-0.26683928451858124,0.8658921,"tensor(1.0528, grad_fn=<DivBackward0>)",
-0.18350344725587045,-0.2723994510857683,0.86437726,"tensor(1.0553, grad_fn=<DivBackward0>)",
-0.1696855607781076,-0.2679523932407323,0.8624205,"tensor(1.0597, grad_fn=<DivBackward0>)",
-0.1739433693503883,-0.26007381312579403,0.86253047,"tensor(1.0536, grad_fn=<DivBackward0>)",
-0.18028606669598207,-0.27679837466769547,0.86300325,"tensor(1.0587, grad_fn=<DivBackward0>)",
-0.16872888877410191,-0.2756985738369534,0.86020356,"tensor(1.0602, grad_fn=<DivBackward0>)",
-0.16561276965246297,-0.2644215204637731,0.8597392,"tensor(1.0557, grad_fn=<DivBackward0>)",
-0.1766886667760419,-0.2820729272447091,0.86068124,"tensor(1.0617, grad_fn=<DivBackward0>)",
-0.17186859561822268,-0.28216035764189434,0.8583545,"tensor(1.0613, grad_fn=<DivBackward0>)",
-0.16095542896020076,-0.27028668703027275,0.85749,"tensor(1.0585, grad_fn=<DivBackward0>)",
-0.17142457474444323,-0.28311602762950305,0.8580682,"tensor(1.0635, grad_fn=<DivBackward0>)",
-0.17221008286949002,-0.28213351128159253,0.85648996,"tensor(1.0615, grad_fn=<DivBackward0>)",
-0.1581758932002497,-0.2773951628461322,0.85586786,"tensor(1.0609, grad_fn=<DivBackward0>)",
-0.172154707401919,-0.2926869563904367,0.85576916,"tensor(1.0641, grad_fn=<DivBackward0>)",
-0.17110841453768721,-0.28835003073552684,0.85429806,"tensor(1.0629, grad_fn=<DivBackward0>)",
-0.1571355105541473,-0.2830833724050802,0.8538512,"tensor(1.0636, grad_fn=<DivBackward0>)",
-0.1730504274334458,-0.295938461530504,0.85405964,"tensor(1.0638, grad_fn=<DivBackward0>)",
-0.17346794353402537,-0.30045166456061073,0.8531163,"tensor(1.0652, grad_fn=<DivBackward0>)",
-0.16088389827520733,-0.289816412395779,0.8520783,"tensor(1.0622, grad_fn=<DivBackward0>)",
-0.17009135601421801,-0.30505807705028576,0.8517493,"tensor(1.0662, grad_fn=<DivBackward0>)",
-0.16972471053723925,-0.3002438644853945,0.85131556,"tensor(1.0630, grad_fn=<DivBackward0>)",
-0.16028656710544523,-0.30306511326531893,0.8506173,"tensor(1.0650, grad_fn=<DivBackward0>)",
-0.16921267717643562,-0.307972854603114,0.84968305,"tensor(1.0650, grad_fn=<DivBackward0>)",
-0.16994062757799955,-0.30911921745190335,0.84925395,"tensor(1.0647, grad_fn=<DivBackward0>)",
-0.17300196173806837,-0.3162699504879851,0.8491813,"tensor(1.0662, grad_fn=<DivBackward0>)",
-0.16600603577571282,-0.30917313787799666,0.84886193,"tensor(1.0662, grad_fn=<DivBackward0>)",
-0.1771248807514407,-0.3127118907503957,0.84825236,"tensor(1.0654, grad_fn=<DivBackward0>)",
-0.17606851602446036,-0.32948041336930906,0.84801525,"tensor(1.0724, grad_fn=<DivBackward0>)",
-0.20578544909044405,-0.32471994905826984,0.8489458,"tensor(1.0661, grad_fn=<DivBackward0>)",
-0.2174622096501409,-0.36355662411486545,0.8529313,"tensor(1.0807, grad_fn=<DivBackward0>)",
-0.19364799287559833,-0.3191412307796799,0.85413116,"tensor(1.0656, grad_fn=<DivBackward0>)",
