Train_Acc,Test_Acc,Train_Loss,Test_Loss,model
-0.3953249013289282,-0.2962560392711421,1.0017982,"tensor(1.0497, grad_fn=<DivBackward0>)",gcgru_3_layer
-0.3041510691601658,-0.24669682254510647,0.9918016,"tensor(1.0430, grad_fn=<DivBackward0>)",
-0.26035244851851375,-0.2234377045818734,0.9847418,"tensor(1.0416, grad_fn=<DivBackward0>)",
-0.26477041769676873,-0.22528897927698735,0.98220414,"tensor(1.0438, grad_fn=<DivBackward0>)",
-0.25492990068885957,-0.21752945728668852,0.98282284,"tensor(1.0430, grad_fn=<DivBackward0>)",
-0.23122141605821583,-0.20191732515595176,0.98110086,"tensor(1.0403, grad_fn=<DivBackward0>)",
-0.21340085223529487,-0.1899701932043491,0.9780729,"tensor(1.0384, grad_fn=<DivBackward0>)",
-0.20409845142482164,-0.18275116307543599,0.9758468,"tensor(1.0377, grad_fn=<DivBackward0>)",
-0.19759293768952854,-0.1768653663030272,0.9746522,"tensor(1.0377, grad_fn=<DivBackward0>)",
-0.18617738177289533,-0.1674956996380756,0.97381645,"tensor(1.0376, grad_fn=<DivBackward0>)",
-0.16566239757340281,-0.1524270978419438,0.9725749,"tensor(1.0372, grad_fn=<DivBackward0>)",
-0.1414072325786972,-0.13519728870031128,0.9706517,"tensor(1.0375, grad_fn=<DivBackward0>)",
-0.12527939954883338,-0.12246366248547985,0.96867317,"tensor(1.0392, grad_fn=<DivBackward0>)",
-0.11825790126765634,-0.114802373335626,0.9677994,"tensor(1.0415, grad_fn=<DivBackward0>)",
-0.10756201262482278,-0.10341939152044931,0.96774656,"tensor(1.0415, grad_fn=<DivBackward0>)",
-0.10051597224098506,-0.09291459347548334,0.9667901,"tensor(1.0406, grad_fn=<DivBackward0>)",
-0.10413710210682671,-0.08985377133109725,0.9658768,"tensor(1.0402, grad_fn=<DivBackward0>)",
-0.10557260168214422,-0.08853998660907406,0.9658718,"tensor(1.0394, grad_fn=<DivBackward0>)",
-0.10603676156862943,-0.0890607261663109,0.96534663,"tensor(1.0382, grad_fn=<DivBackward0>)",
-0.11428939842180151,-0.09544051148617955,0.96418613,"tensor(1.0374, grad_fn=<DivBackward0>)",
-0.12583942749838162,-0.10431824928087768,0.9634819,"tensor(1.0370, grad_fn=<DivBackward0>)",
-0.1304760006245778,-0.1084153078854292,0.9633726,"tensor(1.0362, grad_fn=<DivBackward0>)",
-0.1270776052762856,-0.10678977715556681,0.963144,"tensor(1.0354, grad_fn=<DivBackward0>)",
-0.12103952216375705,-0.10259919844924319,0.9626246,"tensor(1.0349, grad_fn=<DivBackward0>)",
-0.11542709035605961,-0.09781405051097644,0.96215343,"tensor(1.0350, grad_fn=<DivBackward0>)",
-0.11000107528317218,-0.09284875339853677,0.9618569,"tensor(1.0356, grad_fn=<DivBackward0>)",
-0.10471981703443244,-0.08821275189312142,0.96151257,"tensor(1.0362, grad_fn=<DivBackward0>)",
-0.10130487836676848,-0.08534645017671813,0.96094984,"tensor(1.0370, grad_fn=<DivBackward0>)",
-0.10065660511196611,-0.0848214912029126,0.96041775,"tensor(1.0379, grad_fn=<DivBackward0>)",
-0.09952010354212444,-0.08394277641546928,0.96018404,"tensor(1.0381, grad_fn=<DivBackward0>)",
-0.09815044992119644,-0.08242530579409653,0.959858,"tensor(1.0372, grad_fn=<DivBackward0>)",
-0.1004928446066414,-0.08327730212407457,0.9592941,"tensor(1.0362, grad_fn=<DivBackward0>)",
-0.10515268355289462,-0.08661906900615841,0.958911,"tensor(1.0356, grad_fn=<DivBackward0>)",
-0.10756245240609087,-0.08975667880312213,0.9587207,"tensor(1.0355, grad_fn=<DivBackward0>)",
-0.10734971569290054,-0.09188554005704355,0.9583561,"tensor(1.0360, grad_fn=<DivBackward0>)",
-0.10638995066285145,-0.09317323489757229,0.9579419,"tensor(1.0370, grad_fn=<DivBackward0>)",
-0.10451066962630783,-0.09268500282975209,0.9576789,"tensor(1.0378, grad_fn=<DivBackward0>)",
-0.10242499422187121,-0.09041186918077322,0.9573225,"tensor(1.0382, grad_fn=<DivBackward0>)",
-0.10161484120898537,-0.08846738756548184,0.9568702,"tensor(1.0385, grad_fn=<DivBackward0>)",
-0.10095060600207786,-0.0875121811891657,0.9566026,"tensor(1.0389, grad_fn=<DivBackward0>)",
-0.10141984853936854,-0.08818482338390288,0.95621663,"tensor(1.0391, grad_fn=<DivBackward0>)",
-0.10399096616628105,-0.09007100599012527,0.9557213,"tensor(1.0392, grad_fn=<DivBackward0>)",
-0.10594283505600834,-0.09058453073051874,0.95538574,"tensor(1.0388, grad_fn=<DivBackward0>)",
-0.10663179867629255,-0.08971913576903234,0.95495474,"tensor(1.0384, grad_fn=<DivBackward0>)",
-0.10633750536963381,-0.08916778932651262,0.9545067,"tensor(1.0385, grad_fn=<DivBackward0>)",
-0.10456828061166834,-0.08956968635708534,0.95410836,"tensor(1.0394, grad_fn=<DivBackward0>)",
-0.10298876329168423,-0.09080193897855017,0.953586,"tensor(1.0406, grad_fn=<DivBackward0>)",
-0.10273538193078474,-0.09120702360132105,0.95317733,"tensor(1.0410, grad_fn=<DivBackward0>)",
-0.10379656010336143,-0.09106217697962878,0.95269066,"tensor(1.0407, grad_fn=<DivBackward0>)",
-0.1050715887854249,-0.09217108411120807,0.95219207,"tensor(1.0408, grad_fn=<DivBackward0>)",
-0.10510307737255148,-0.09463810409006146,0.9517293,"tensor(1.0414, grad_fn=<DivBackward0>)",
-0.10390560539411411,-0.09598647015424122,0.9511872,"tensor(1.0423, grad_fn=<DivBackward0>)",
-0.10198356943341,-0.0953674682425558,0.9506807,"tensor(1.0429, grad_fn=<DivBackward0>)",
-0.10194873093888945,-0.096430749440029,0.9501103,"tensor(1.0435, grad_fn=<DivBackward0>)",
-0.10360773942668206,-0.10007732992812064,0.94962287,"tensor(1.0440, grad_fn=<DivBackward0>)",
-0.10418283405648181,-0.1018146399396264,0.9490715,"tensor(1.0448, grad_fn=<DivBackward0>)",
-0.1028580452741099,-0.10070197893466015,0.94857943,"tensor(1.0458, grad_fn=<DivBackward0>)",
-0.10148415568117503,-0.10256657437633217,0.9480887,"tensor(1.0471, grad_fn=<DivBackward0>)",
-0.10192944082055384,-0.10563759531713722,0.94753987,"tensor(1.0478, grad_fn=<DivBackward0>)",
-0.10449873728140485,-0.10797072084437266,0.94700754,"tensor(1.0478, grad_fn=<DivBackward0>)",
-0.10480637256578242,-0.11123086304898737,0.94647276,"tensor(1.0484, grad_fn=<DivBackward0>)",
-0.10400175097942668,-0.11177102616082232,0.94588464,"tensor(1.0496, grad_fn=<DivBackward0>)",
-0.10362754161046538,-0.1124286945061428,0.94526815,"tensor(1.0510, grad_fn=<DivBackward0>)",
-0.10657599469355487,-0.11697784370369961,0.94471794,"tensor(1.0517, grad_fn=<DivBackward0>)",
-0.10960220426508308,-0.11790112380495352,0.94417137,"tensor(1.0524, grad_fn=<DivBackward0>)",
-0.10943684924199515,-0.1243402426774479,0.94373155,"tensor(1.0544, grad_fn=<DivBackward0>)",
-0.11360256980677638,-0.1206935522502319,0.94367117,"tensor(1.0549, grad_fn=<DivBackward0>)",
-0.11434647260498765,-0.12920787927201918,0.9438012,"tensor(1.0539, grad_fn=<DivBackward0>)",
-0.10909822357156532,-0.12370704250254884,0.9428137,"tensor(1.0535, grad_fn=<DivBackward0>)",
-0.11316601732801392,-0.12277003144973163,0.94155693,"tensor(1.0557, grad_fn=<DivBackward0>)",
-0.10877712736783895,-0.128427675352042,0.94211656,"tensor(1.0555, grad_fn=<DivBackward0>)",
-0.11077577937564424,-0.1289651635318775,0.94097954,"tensor(1.0547, grad_fn=<DivBackward0>)",
-0.11490481772669014,-0.12751437946925498,0.9400471,"tensor(1.0561, grad_fn=<DivBackward0>)",
-0.1103568171643908,-0.1310849064641964,0.9404275,"tensor(1.0561, grad_fn=<DivBackward0>)",
-0.10771140326583174,-0.1305191463646376,0.9391488,"tensor(1.0574, grad_fn=<DivBackward0>)",
-0.11065557683312632,-0.12816427127196658,0.93863964,"tensor(1.0585, grad_fn=<DivBackward0>)",
-0.1127603327530894,-0.13367810059413812,0.93870646,"tensor(1.0561, grad_fn=<DivBackward0>)",
-0.11414118914535797,-0.13651029695722866,0.937441,"tensor(1.0564, grad_fn=<DivBackward0>)",
-0.11150183589697257,-0.13038148768635463,0.9371876,"tensor(1.0588, grad_fn=<DivBackward0>)",
-0.10689715641528406,-0.13204027027721124,0.9369805,"tensor(1.0590, grad_fn=<DivBackward0>)",
-0.11041852467677295,-0.1352233155649431,0.9359002,"tensor(1.0588, grad_fn=<DivBackward0>)",
-0.11631283474115905,-0.1353300741612766,0.9354322,"tensor(1.0595, grad_fn=<DivBackward0>)",
-0.11355682675567957,-0.13882290637883057,0.9353663,"tensor(1.0594, grad_fn=<DivBackward0>)",
-0.10963937445640137,-0.13324157725577818,0.93461215,"tensor(1.0601, grad_fn=<DivBackward0>)",
-0.11098239683283939,-0.13149725870929235,0.93375957,"tensor(1.0607, grad_fn=<DivBackward0>)",
-0.1120716894542874,-0.13820097602899653,0.9335825,"tensor(1.0613, grad_fn=<DivBackward0>)",
-0.11478768529207135,-0.13489236034456484,0.9335068,"tensor(1.0620, grad_fn=<DivBackward0>)",
-0.11414873809106395,-0.13978504649342352,0.9328227,"tensor(1.0618, grad_fn=<DivBackward0>)",
-0.11286216075870938,-0.1375930252455878,0.93205404,"tensor(1.0623, grad_fn=<DivBackward0>)",
-0.11274134222677575,-0.1367095706517377,0.93131924,"tensor(1.0636, grad_fn=<DivBackward0>)",
-0.11659580036826951,-0.1444032236732057,0.9309765,"tensor(1.0641, grad_fn=<DivBackward0>)",
