Train_Acc,Test_Acc,Train_Loss,Test_Loss,model
-0.2552432192489205,-0.2164603183798586,0.9876816,"tensor(1.0390, grad_fn=<DivBackward0>)",dcrnn_1_layer
-0.2081885829027049,-0.18828321999303171,0.9780992,"tensor(1.0377, grad_fn=<DivBackward0>)",
-0.18119798187466257,-0.16946293156884662,0.9731721,"tensor(1.0388, grad_fn=<DivBackward0>)",
-0.16293006736807095,-0.15165338718664875,0.9708709,"tensor(1.0395, grad_fn=<DivBackward0>)",
-0.14472429626206518,-0.13138974917365745,0.96886456,"tensor(1.0392, grad_fn=<DivBackward0>)",
-0.12820629481053675,-0.11230027195900255,0.9666719,"tensor(1.0391, grad_fn=<DivBackward0>)",
-0.11540303631473871,-0.0970575815983634,0.96542543,"tensor(1.0395, grad_fn=<DivBackward0>)",
-0.10553957779955697,-0.0849393442202706,0.96527964,"tensor(1.0399, grad_fn=<DivBackward0>)",
-0.09747648794804165,-0.07554495121765271,0.9653196,"tensor(1.0396, grad_fn=<DivBackward0>)",
-0.09145472971101254,-0.06952138024882155,0.9648969,"tensor(1.0386, grad_fn=<DivBackward0>)",
-0.08889587483850954,-0.06756439739105548,0.9641069,"tensor(1.0371, grad_fn=<DivBackward0>)",
-0.09016647260117384,-0.06963683370453805,0.963316,"tensor(1.0356, grad_fn=<DivBackward0>)",
-0.09438928642130963,-0.07434747998345369,0.96276766,"tensor(1.0343, grad_fn=<DivBackward0>)",
-0.09995588005759937,-0.08014901195542322,0.9624131,"tensor(1.0331, grad_fn=<DivBackward0>)",
-0.10570869318685322,-0.08588651751278208,0.9620921,"tensor(1.0322, grad_fn=<DivBackward0>)",
-0.11098733391073225,-0.090832618763728,0.9617411,"tensor(1.0317, grad_fn=<DivBackward0>)",
-0.11511317919091339,-0.09449390460612768,0.9614185,"tensor(1.0317, grad_fn=<DivBackward0>)",
-0.11735817637474112,-0.0964664557871518,0.96116585,"tensor(1.0320, grad_fn=<DivBackward0>)",
-0.11738634554503814,-0.09671409851015178,0.9609437,"tensor(1.0327, grad_fn=<DivBackward0>)",
-0.11549436545097556,-0.09546687230614895,0.960683,"tensor(1.0336, grad_fn=<DivBackward0>)",
-0.11234471691532955,-0.09324360694194303,0.96037287,"tensor(1.0345, grad_fn=<DivBackward0>)",
-0.10882177923909338,-0.09065090098715528,0.960048,"tensor(1.0353, grad_fn=<DivBackward0>)",
-0.10559671887965018,-0.08803024572907729,0.9597539,"tensor(1.0358, grad_fn=<DivBackward0>)",
-0.10292346462904102,-0.08566043863988233,0.95949894,"tensor(1.0360, grad_fn=<DivBackward0>)",
-0.10088296459689378,-0.08375194943157907,0.95923173,"tensor(1.0358, grad_fn=<DivBackward0>)",
-0.09953343301885224,-0.08243203035432117,0.95892376,"tensor(1.0353, grad_fn=<DivBackward0>)",
-0.09876744494128845,-0.08183291390586533,0.95858157,"tensor(1.0347, grad_fn=<DivBackward0>)",
-0.098397215350439,-0.08189296643996612,0.9582436,"tensor(1.0343, grad_fn=<DivBackward0>)",
-0.09814827030832121,-0.0824057083972,0.9579376,"tensor(1.0342, grad_fn=<DivBackward0>)",
