Train_Acc,Test_Acc,Train_Loss,Test_Loss,model
-0.42251300652470364,-0.3376365193321004,1.0251598,"tensor(1.0643, grad_fn=<DivBackward0>)",gcgru_1_layer
-0.3066961290659551,-0.2639790767797107,1.0013366,"tensor(1.0497, grad_fn=<DivBackward0>)",
-0.24123625031882234,-0.2222870282581928,0.9862591,"tensor(1.0427, grad_fn=<DivBackward0>)",
-0.21520473059500372,-0.2047073503643888,0.978617,"tensor(1.0413, grad_fn=<DivBackward0>)",
-0.2129534347209228,-0.2003590693608831,0.9763951,"tensor(1.0427, grad_fn=<DivBackward0>)",
-0.21608225065497996,-0.19788353298218964,0.9769015,"tensor(1.0441, grad_fn=<DivBackward0>)",
-0.2125045469792957,-0.19047657389449468,0.977529,"tensor(1.0443, grad_fn=<DivBackward0>)",
-0.19967318591633823,-0.17738203986009934,0.9769297,"tensor(1.0431, grad_fn=<DivBackward0>)",
-0.1807713161739304,-0.16094177663176534,0.97499245,"tensor(1.0410, grad_fn=<DivBackward0>)",
-0.16044470299231725,-0.1442863103616553,0.97223717,"tensor(1.0387, grad_fn=<DivBackward0>)",
-0.1426179739560061,-0.12996592572599144,0.9693507,"tensor(1.0368, grad_fn=<DivBackward0>)",
-0.12950864057403066,-0.11937362218843511,0.96690875,"tensor(1.0358, grad_fn=<DivBackward0>)",
-0.12161704250040252,-0.11274958865274569,0.96522576,"tensor(1.0356, grad_fn=<DivBackward0>)",
-0.11807862450131204,-0.1093130305383057,0.964378,"tensor(1.0361, grad_fn=<DivBackward0>)",
-0.1171482559013689,-0.10779851593420516,0.9642238,"tensor(1.0370, grad_fn=<DivBackward0>)",
-0.11693499086438494,-0.10675470076779049,0.96447945,"tensor(1.0379, grad_fn=<DivBackward0>)",
-0.1159220883866938,-0.10497158272683459,0.9648126,"tensor(1.0385, grad_fn=<DivBackward0>)",
-0.11333612281259706,-0.101780529051862,0.9649715,"tensor(1.0388, grad_fn=<DivBackward0>)",
-0.10919690004161967,-0.09719101889814405,0.96481955,"tensor(1.0386, grad_fn=<DivBackward0>)",
-0.10408816731598657,-0.09171647338332896,0.9643699,"tensor(1.0381, grad_fn=<DivBackward0>)",
-0.09886131647821415,-0.08607014273075791,0.96372646,"tensor(1.0376, grad_fn=<DivBackward0>)",
-0.09435430045513324,-0.08088064364138996,0.96303564,"tensor(1.0371, grad_fn=<DivBackward0>)",
-0.09108719325448787,-0.07669883469199476,0.9624468,"tensor(1.0367, grad_fn=<DivBackward0>)",
-0.08919729958781944,-0.07381929607726243,0.9620388,"tensor(1.0364, grad_fn=<DivBackward0>)",
-0.08849709232430307,-0.07226298215370652,0.9618203,"tensor(1.0362, grad_fn=<DivBackward0>)",
-0.08862248707415404,-0.07187911435580228,0.96172893,"tensor(1.0361, grad_fn=<DivBackward0>)",
-0.08925276083608856,-0.07242724047711627,0.9616732,"tensor(1.0358, grad_fn=<DivBackward0>)",
-0.09020634543919087,-0.07366853714252139,0.96156853,"tensor(1.0354, grad_fn=<DivBackward0>)",
-0.09151630907667119,-0.07554555551157606,0.96137697,"tensor(1.0349, grad_fn=<DivBackward0>)",
-0.09328776632315125,-0.07792808957480363,0.96109825,"tensor(1.0344, grad_fn=<DivBackward0>)",
-0.09563641837658013,-0.08077065233171547,0.9607801,"tensor(1.0339, grad_fn=<DivBackward0>)",
-0.09856676635587858,-0.08402279265721634,0.96046317,"tensor(1.0334, grad_fn=<DivBackward0>)",
-0.10190745902813766,-0.08746326340416156,0.96019304,"tensor(1.0331, grad_fn=<DivBackward0>)",
-0.10537266360137239,-0.09078905653278563,0.95999736,"tensor(1.0328, grad_fn=<DivBackward0>)",
-0.10853996998126661,-0.093757260179461,0.95986456,"tensor(1.0327, grad_fn=<DivBackward0>)",
-0.11105031977984259,-0.096109312082024,0.9597785,"tensor(1.0326, grad_fn=<DivBackward0>)",
-0.11263533853830227,-0.09762549897156526,0.95970446,"tensor(1.0325, grad_fn=<DivBackward0>)",
-0.11315767242817036,-0.09825684330845941,0.9596152,"tensor(1.0325, grad_fn=<DivBackward0>)",
-0.11267006199049702,-0.09806268195963533,0.95948195,"tensor(1.0325, grad_fn=<DivBackward0>)",
-0.1113717046833358,-0.09718311133943655,0.95930535,"tensor(1.0325, grad_fn=<DivBackward0>)",
-0.10952988241219722,-0.09587615783844583,0.9591002,"tensor(1.0326, grad_fn=<DivBackward0>)",
-0.10744981953686691,-0.09429384491442185,0.9588842,"tensor(1.0327, grad_fn=<DivBackward0>)",
-0.10539688602900531,-0.09270769640213732,0.95868486,"tensor(1.0329, grad_fn=<DivBackward0>)",
-0.10355923074371332,-0.09123762177427437,0.95851386,"tensor(1.0332, grad_fn=<DivBackward0>)",
-0.10201458550392123,-0.09004957871220891,0.95837396,"tensor(1.0335, grad_fn=<DivBackward0>)",
-0.10077012687858451,-0.0892114953711121,0.9582583,"tensor(1.0338, grad_fn=<DivBackward0>)",
-0.09981650853320814,-0.08874434706753938,0.9581442,"tensor(1.0342, grad_fn=<DivBackward0>)",
-0.09912797319702803,-0.08863474828023087,0.95802337,"tensor(1.0344, grad_fn=<DivBackward0>)",
-0.09874485496876677,-0.08885989832199216,0.9578854,"tensor(1.0347, grad_fn=<DivBackward0>)",
-0.09867514060868599,-0.08937026093560206,0.95773464,"tensor(1.0348, grad_fn=<DivBackward0>)",
-0.09889965901147896,-0.09008906503929895,0.9575761,"tensor(1.0350, grad_fn=<DivBackward0>)",
-0.0993547761899993,-0.09096800881214684,0.9574252,"tensor(1.0351, grad_fn=<DivBackward0>)",
-0.099898469771719,-0.09186607522507376,0.95728797,"tensor(1.0352, grad_fn=<DivBackward0>)",
-0.1003574502327704,-0.09262942768248378,0.9571662,"tensor(1.0352, grad_fn=<DivBackward0>)",
-0.10060238419809059,-0.09319836143165597,0.9570496,"tensor(1.0353, grad_fn=<DivBackward0>)",
-0.10059659755278032,-0.09355708938515485,0.9569231,"tensor(1.0353, grad_fn=<DivBackward0>)",
-0.10039727201608645,-0.0937684154194688,0.9567816,"tensor(1.0353, grad_fn=<DivBackward0>)",
-0.10009649146418616,-0.09385310442862199,0.9566313,"tensor(1.0352, grad_fn=<DivBackward0>)",
-0.09977661110331067,-0.09384804496167301,0.95647943,"tensor(1.0352, grad_fn=<DivBackward0>)",
-0.09949401188009309,-0.09382095417385862,0.95633304,"tensor(1.0352, grad_fn=<DivBackward0>)",
-0.09929659073101102,-0.09382953066430803,0.9562007,"tensor(1.0353, grad_fn=<DivBackward0>)",
-0.0991667167849291,-0.09386922850082446,0.9560796,"tensor(1.0353, grad_fn=<DivBackward0>)",
-0.09912547734982478,-0.09395693638817933,0.9559565,"tensor(1.0353, grad_fn=<DivBackward0>)",
-0.09913961179893313,-0.09407437746615803,0.9558286,"tensor(1.0353, grad_fn=<DivBackward0>)",
-0.09925738235729155,-0.09427234821928297,0.95569295,"tensor(1.0354, grad_fn=<DivBackward0>)",
-0.0994432284190936,-0.09458566373594517,0.95555645,"tensor(1.0354, grad_fn=<DivBackward0>)",
-0.09961011351976909,-0.09494089173995593,0.95542467,"tensor(1.0354, grad_fn=<DivBackward0>)",
-0.09966105996873759,-0.09524465376267818,0.9552992,"tensor(1.0355, grad_fn=<DivBackward0>)",
-0.09963839241408827,-0.09547464444642759,0.95517766,"tensor(1.0356, grad_fn=<DivBackward0>)",
-0.09952952621126843,-0.0956664481820922,0.95504767,"tensor(1.0356, grad_fn=<DivBackward0>)",
-0.09938346109729254,-0.09583768492662798,0.9549121,"tensor(1.0357, grad_fn=<DivBackward0>)",
